web-scraper-order,web-scraper-start-url,link,link-href,name,cena,chipset,memoery,memorytype,image-src
"1698054483-136","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/664318-karta-graficzna-nvidia-inno3d-geforce-rtx-3060-twin-x2-oc-lhr-12gb-gddr6.html","Inno3D GeForce RTX 3060 TWIN X2 OC LHR 12GB GDDR6","1 449,00 zł","GeForce RTX 3060","12 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/6/pr_2021_6_24_16_5_14_577_00.jpg"
"1698054489-137","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1075253-karta-graficzna-nvidia-gainward-geforce-rtx-4090-phantom-24gb-gddr6x.html","Gainward GeForce RTX 4090 Phantom 24GB GDDR6X","8 199,00 zł","GeForce RTX 4090","24 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_10_11_39_2_260_00.jpg"
"1698054495-138","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1101324-karta-graficzna-nvidia-zotac-geforce-rtx-4070-ti-gaming-trinity-oc-12gb-gddr6x.html","Zotac GeForce RTX 4070 Ti Gaming TRINITY OC 12GB GDDR6X","4 199,00 zł","GeForce RTX 4070 Ti","12 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_3_13_31_10_721_00.jpg"
"1698054502-139","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1156753-karta-graficzna-nvidia-pny-geforce-rtx-4060-dual-fan-verto-8gb-gddr6.html","PNY GeForce RTX 4060 Dual Fan VERTO 8GB GDDR6","1 519,00 zł","GeForce RTX 4060","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_28_10_25_45_991_00.jpg"
"1698054510-140","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1156764-karta-graficzna-nvidia-zotac-geforce-rtx-4060-solo-8gb-gddr6.html","Zotac GeForce RTX 4060 SOLO 8GB GDDR6","1 489,00 zł","GeForce RTX 4060","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_28_10_54_15_849_00.jpg"
"1698054517-141","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1162037-karta-graficzna-nvidia-msi-geforce-rtx-4060-ti-gaming-x-16gb-gddr6.html","MSI GeForce RTX 4060 Ti Gaming  X 16GB GDDR6","2 579,00 zł","GeForce RTX 4060 Ti","16 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_18_8_53_54_590_00.jpg"
"1698054523-142","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1162125-karta-graficzna-nvidia-inno3d-geforce-rtx-4060-ti-twin-x2-oc-white-16gb-gddr6.html","Inno3D GeForce RTX 4060 Ti Twin X2 OC White 16GB GDDR6","2 399,00 zł","GeForce RTX 4060 Ti","16 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_18_11_6_31_155_00.jpg"
"1698054529-143","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/735539-karta-graficzna-amd-msi-radeon-rx-6400-aero-itx-4gb-gddr6.html","MSI Radeon RX 6400 AERO ITX 4GB GDDR6","669,00 zł","Radeon™ RX 6400","4 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/8/pr_2022_8_25_9_51_53_25_04.jpg"
"1698054536-144","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1096138-karta-graficzna-nvidia-inno3d-geforce-rtx-4070-ti-ichill-x3-12gb-gddr6x.html","Inno3D GeForce RTX 4070 Ti iChill X3 12GB GDDR6X","4 249,00 zł","GeForce RTX 4070 Ti","12 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_5_15_36_49_271_02.jpg"
"1698054541-145","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1107145-karta-graficzna-nvidia-gainward-geforce-rtx-3050-pegasus-8gb-gddr6.html","Gainward GeForce RTX 3050 Pegasus 8GB GDDR6","1 099,00 zł","GeForce RTX 3050","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_28_16_0_23_456_00.jpg"
"1698054547-146","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1165457-karta-graficzna-amd-asrock-radeon-rx-6800-xt-phantom-gaming-oc-16gb-gddr6.html","ASRock Radeon RX 6800 XT Phantom Gaming OC 16GB GDDR6","2 699,00 zł","Radeon™ RX 6800 XT","16 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_30_7_55_11_990_00.jpg"
"1698054555-147","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177621-karta-graficzna-amd-powercolor-radeon-rx-7700-xt-hellhound-12gb-gddr6.html","PowerColor Radeon RX 7700 XT Hellhound 12GB GDDR6","2 479,00 zł","Radeon™ RX 7700 XT","12 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_6_12_54_29_653_00.jpg"
"1698054560-148","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177940-karta-graficzna-nvidia-inno3d-geforce-rtx-4060-ti-twin-x2-16gb-gddr6.html","Inno3D GeForce RTX 4060 Ti Twin X2 16GB GDDR6","2 249,00 zł","GeForce RTX 4060 Ti","16 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_21_15_59_43_365_00.jpg"
"1698054566-149","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/747778-karta-graficzna-amd-sapphire-radeon-rx-6750-xt-pulse-gaming-oc-12gb-gddr6.html","Sapphire Radeon RX 6750 XT PULSE GAMING OC 12GB GDDR6","1 999,00 zł","Radeon™ RX 6750 XT","12 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/5/pr_2022_5_11_9_32_34_517_05.jpg"
"1698054574-150","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1096136-karta-graficzna-nvidia-inno3d-geforce-rtx-4070-ti-x3-12gb-gddr6x.html","Inno3D GeForce RTX 4070 Ti X3 12GB GDDR6X","4 099,00 zł","GeForce RTX 4070 Ti","12 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_5_16_1_3_574_00.jpg"
"1698054581-151","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1146026-karta-graficzna-nvidia-palit-geforce-rtx-4060-ti-dual-oc-8gb-gddr6.html","Palit GeForce RTX 4060 Ti Dual OC 8GB GDDR6","1 999,00 zł","GeForce RTX 4060 Ti","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_23_8_2_28_544_00.jpg"
"1698054588-152","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1156766-karta-graficzna-nvidia-gigabyte-geforce-rtx-4060-aorus-8gb-gddr6.html","Gigabyte GeForce RTX 4060 Aorus 8GB GDDR6","1 899,00 zł","GeForce RTX 4060","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_28_12_31_13_179_00.jpg"
"1698054595-153","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1075870-karta-graficzna-nvidia-gigabyte-geforce-rtx-4090-gaming-oc-24gb-gddr6x.html","Gigabyte GeForce RTX 4090 GAMING OC 24GB GDDR6X","8 999,00 zł","GeForce RTX 4090","24 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_10_13_19_49_613_07.jpg"
"1698054602-154","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1130791-karta-graficzna-nvidia-gainward-geforce-rtx-4080-panther-16gb-gddr6x.html","Gainward GeForce RTX 4080 Panther 16GB GDDR6X","5 799,00 zł","GeForce RTX 4080","16 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_24_8_7_9_408_00.jpg"
"1698054609-155","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1146024-karta-graficzna-nvidia-inno3d-geforce-rtx-4060-ti-twin-x2-8gb-gddr6.html","Inno3D GeForce RTX 4060 Ti Twin X2 8GB GDDR6","1 949,00 zł","GeForce RTX 4060 Ti","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_24_8_45_43_661_00.jpg"
"1698054615-156","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1162040-karta-graficzna-nvidia-zotac-geforce-rtx-4060-ti-gaming-amp-spiderman-16gb-gddr6.html","Zotac GeForce RTX 4060 Ti Gaming AMP SPIDERMAN 16GB GDDR6","2 469,00 zł","GeForce RTX 4060 Ti","16 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_18_12_35_3_424_00.jpg"
"1698054621-157","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1075252-karta-graficzna-nvidia-gainward-geforce-rtx-4090-phantom-gs-24gb-gddr6x.html","Gainward GeForce RTX 4090 Phantom GS 24GB GDDR6X","8 299,00 zł","GeForce RTX 4090","24 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_10_11_23_51_79_00.jpg"
"1698054627-158","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1143530-karta-graficzna-nvidia-zotac-geforce-rtx-4060-ti-gaming-twin-edge-8gb-gddr6.html","Zotac GeForce RTX 4060 Ti  Gaming Twin Edge 8GB GDDR6","2 199,00 zł","GeForce RTX 4060 Ti","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_24_8_23_43_855_00.jpg"
"1698054633-159","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/688538-karta-graficzna-amd-xfx-radeon-rx-6600-gaming-speedster-swft-8gb-gddr6.html","XFX Radeon RX 6600 Gaming SPEEDSTER SWFT 8GB GDDR6","1 049,00 zł","Radeon™ RX 6600","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_14_8_12_4_966_03.jpg"
"1698054639-160","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177472-karta-graficzna-amd-gigabyte-radeon-rx-7700-xt-gaming-oc-12gb-gddr6.html","Gigabyte Radeon RX 7700 XT Gaming OC 12GB GDDR6","2 529,00 zł","Radeon™ RX 7700 XT","12 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_6_9_26_14_341_00.jpg"
"1698054644-161","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1045056-karta-graficzna-amd-asrock-radeon-rx-6700-xt-challenger-d-oc-12gb-gddr6.html","ASRock Radeon RX 6700 XT Challenger D OC 12GB GDDR6","1 619,00 zł","Radeon™ RX 6700 XT","12 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/5/pr_2022_5_27_17_10_4_540_04.jpg"
"1698054654-162","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1130787-karta-graficzna-nvidia-inno3d-geforce-rtx-4070-x2-12gb-gddr6x.html","Inno3D GeForce RTX 4070 X2 12GB GDDR6X","2 899,00 zł","GeForce RTX 4070","12 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_12_12_1_42_827_01.jpg"
"1698054660-163","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1083472-karta-graficzna-nvidia-gigabyte-geforce-rtx-4080-gaming-oc-16gb-gddrx6.html","Gigabyte GeForce RTX 4080 GAMING OC 16GB GDDRX6","6 599,00 zł","GeForce RTX 4080","16 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_9_12_7_1_845_06.jpg"
"1698054668-164","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1083481-karta-graficzna-nvidia-gainward-geforce-rtx-4080-phantom-16gb-gddr6x.html","Gainward GeForce RTX 4080 Phantom 16GB GDDR6X","5 799,00 zł","GeForce RTX 4080","16 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_24_8_6_20_797_00.jpg"
"1698054674-165","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1147051-karta-graficzna-nvidia-zotac-geforce-rtx-4070-ti-gaming-trinity-oc-white-12gb-gddr6x.html","Zotac GeForce RTX 4070 Ti Gaming Trinity OC White 12GB GDDR6X","4 699,00 zł","GeForce RTX 4070 Ti","12 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_20_12_34_34_608_00.jpg"
"1698054680-166","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1150318-karta-graficzna-amd-xfx-radeon-rx-7600-core-edition-8-gb-gddr6.html","XFX Radeon RX 7600 Core Edition 8 GB GDDR6","1 399,00 zł","Radeon™ RX 7600","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_15_9_58_17_920_00.jpg"
"1698054687-167","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1146009-karta-graficzna-nvidia-msi-geforce-rtx-4060-ti-ventus-black-2x-oc-8g-gddr6.html","MSI GeForce RTX 4060 Ti Ventus Black 2X OC 8G GDDR6","2 039,00 zł","GeForce RTX 4060 Ti","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_22_15_32_35_505_00.jpg"
"1698054695-168","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171276-karta-graficzna-nvidia-msi-geforce-rtx-4070-gaming-x-slim-12gb-gddr6x.html","MSI GeForce RTX 4070 GAMING X SLIM 12GB GDDR6X","3 499,00 zł","GeForce RTX 4070","12 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_28_12_36_35_874_00.jpg"
"1698054702-169","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171280-karta-graficzna-nvidia-msi-geforce-rtx-4070-ti-ventus-3x-e-oc-12gb-gddr6x.html","MSI GeForce RTX  4070 Ti VENTUS 3X E OC 12GB GDDR6X","4 299,00 zł","GeForce RTX 4070 Ti","12 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_28_11_32_3_959_02.jpg"
"1698054708-170","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/688541-karta-graficzna-amd-powercolor-radeon-rx-6600-fighter-8gb-gddr6.html","PowerColor Radeon RX 6600 Fighter 8GB GDDR6","1 049,00 zł","Radeon™ RX 6600","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_14_11_25_11_320_04.jpg"
"1698054714-171","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177393-karta-graficzna-amd-asrock-radeon-rx-7800-xt-phantom-gaming-16gb-gddr6.html","ASRock Radeon RX 7800 XT Phantom Gaming 16GB GDDR6","2 999,00 zł","Radeon™ RX 7800 XT","16 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_6_14_26_53_960_00.jpg"
"1698054721-172","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/631032-karta-graficzna-amd-sapphire-radeon-rx-6800-gaming-oc-16gb-gddr6.html","Sapphire Radeon RX 6800 Gaming OC 16GB GDDR6","2 599,00 zł","Radeon™ RX 6800","16 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/2/pr_2021_2_12_15_37_55_242_00.jpg"
"1698054727-173","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/642344-karta-graficzna-nvidia-inno3d-geforce-gt-710-2gb-ddr3.html","Inno3D GeForce GT 710 2GB DDR3","209,00 zł","GeForce GT 710","2 GB","DDR3","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/3/pr_2021_3_26_15_8_47_616_00.jpg"
"1698054733-174","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/661708-karta-graficzna-nvidia-gigabyte-geforce-rtx-3060-vision-oc-lhr-12gb-gddr6.html","Gigabyte GeForce RTX 3060 VISION OC LHR 12GB GDDR6","1 589,00 zł","GeForce RTX 3060","12 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/6/pr_2021_6_15_13_10_53_731_06.jpg"
"1698054739-175","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1156763-karta-graficzna-nvidia-zotac-geforce-rtx-4060-twin-edge-oc-white-edition-8gb-gddr6.html","Zotac GeForce RTX 4060 Twin Edge OC White Edition 8GB GDDR6","1 599,00 zł","GeForce RTX 4060","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_28_10_48_1_183_00.jpg"
"1698054745-176","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1156771-karta-graficzna-nvidia-gigabyte-geforce-rtx-4060-gaming-oc-8gb-gddr6.html","Gigabyte GeForce RTX 4060 Gaming OC 8GB GDDR6","1 829,00 zł","GeForce RTX 4060","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_28_12_53_23_129_00.jpg"
"1698054753-177","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/480849-karta-graficzna-nvidia-palit-geforce-gtx-1660-ti-stormx-6gb-gddr6.html","Palit GeForce GTX 1660 Ti StormX 6GB GDDR6","999,00 zł","GeForce GTX 1660 Ti","6 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/2/pr_2019_2_22_10_7_37_332_04.jpg"
"1698054760-178","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/673611-karta-graficzna-nvidia-inno3d-geforce-rtx-3060-twin-x2-lhr-12gb-gddr6.html","Inno3D GeForce RTX 3060 Twin X2 LHR 12GB GDDR6","1 459,00 zł","GeForce RTX 3060","12 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/8/pr_2021_8_11_12_6_20_748_01.jpg"
"1698054766-179","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1130785-karta-graficzna-nvidia-inno3d-geforce-rtx-4070-x2-oc-white-12gb-gddr6x.html","Inno3D GeForce RTX 4070 X2 OC WHITE 12GB GDDR6X","3 099,00 zł","GeForce RTX 4070","12 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_12_11_56_29_364_02.jpg"
"1698054772-180","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1183110-karta-graficzna-amd-sapphire-radeon-rx-7800-xt-pure-16gb-gddr6.html","Sapphire Radeon RX 7800 XT PURE 16GB GDDR6","2 849,00 zł","Radeon™ RX 7800 XT","16 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_27_13_3_15_239_00.jpg"
"1698054779-181","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1096139-karta-graficzna-nvidia-gigabyte-geforce-rtx-4070-ti-eagle-oc-12gb-gddr6x.html","Gigabyte GeForce RTX 4070 Ti EAGLE OC 12GB GDDR6X","4 499,00 zł","GeForce RTX 4070 Ti","12 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_2_9_28_54_7_06.jpg"
"1698054785-182","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/735536-karta-graficzna-amd-msi-radeon-rx-6750-xt-mech-2x-oc-12gb-gddr6.html","MSI Radeon RX 6750 XT MECH 2X OC 12GB GDDR6","1 969,00 zł","Radeon™ RX 6750 XT","12 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/5/pr_2022_5_11_8_55_1_791_00.jpg"
"1698054793-183","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1146628-karta-graficzna-nvidia-gigabyte-geforce-rtx-4060-ti-gaming-oc-8g-gddr6.html","Gigabyte GeForce RTX 4060 Ti Gaming OC 8G GDDR6","2 499,00 zł","GeForce RTX 4060 Ti","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_23_9_25_37_694_00.jpg"
"1698054798-184","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1147188-karta-graficzna-amd-sapphire-radeon-rx-7600-pulse-gaming-oc-oc-8g-gddr6.html","Sapphire Radeon RX 7600 PULSE GAMING OC OC 8G GDDR6","1 399,00 zł","Radeon™ RX 7600","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_25_14_42_49_624_05.jpg"
"1698054805-185","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1146012-karta-graficzna-nvidia-msi-geforce-rtx-4060-ti-gaming-x-8g-gddr6.html","MSI GeForce RTX 4060 Ti Gaming X 8G GDDR6","2 199,00 zł","GeForce RTX 4060 Ti","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_22_15_24_44_761_00.jpg"
"1698054810-186","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1172524-karta-graficzna-nvidia-msi-geforce-rtx-4070-ti-gaming-x-slim-12gb-gddr6.html","MSI GeForce RTX 4070 Ti GAMING X SLIM 12GB GDDR6","4 199,00 zł","GeForce RTX 4070 Ti","12 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_21_16_14_27_169_00.jpg"
"1698054816-187","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1156769-karta-graficzna-nvidia-gigabyte-geforce-rtx-4060-aero-oc-8gb-gddr6.html","Gigabyte GeForce RTX 4060 Aero OC 8GB GDDR6","1 769,00 zł","GeForce RTX 4060","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_28_12_40_1_214_00.jpg"
"1698054821-188","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171281-karta-graficzna-nvidia-msi-geforce-rtx-4070-ventus-3x-e-oc-12gb-gddr6x.html","MSI GeForce RTX 4070 VENTUS 3X E OC 12GB GDDR6X","3 199,00 zł","GeForce RTX 4070","12 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_28_13_2_16_624_00.jpg"
"1698054828-189","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/673213-karta-graficzna-nvidia-asus-geforce-rtx-3070-dual-oc-v2-lhr-8gb-gddr6.html","ASUS GeForce RTX 3070 DUAL OC V2 LHR 8GB GDDR6","2 399,00 zł","GeForce RTX 3070","8 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/8/pr_2021_8_11_15_48_54_57_00.jpg"
"1698054835-190","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1130790-karta-graficzna-nvidia-gainward-geforce-rtx-4070-ti-panther-12gb-gddr6x.html","Gainward GeForce RTX 4070 Ti Panther 12GB GDDR6X","4 099,00 zł","GeForce RTX 4070 Ti","12 GB","GDDR6X","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_24_8_37_58_786_00.jpg"
"1698054841-191","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1162036-karta-graficzna-nvidia-gigabyte-geforce-rtx-4060-ti-gaming-oc-16gb-gddr6.html","Gigabyte GeForce RTX 4060 Ti Gaming OC 16GB GDDR6","2 699,00 zł","GeForce RTX 4060 Ti","16 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_18_9_49_57_460_00.jpg"
"1698054848-192","https://www.x-kom.pl/g-5/c/345-karty-graficzne.html?hide_unavailable=1","","https://www.x-kom.pl/p/1183113-karta-graficzna-amd-sapphire-radeon-rx-7800-xt-gaming-16gb-gddr6.html","Sapphire Radeon RX 7800 XT GAMING 16GB GDDR6","2 999,00 zł","Radeon™ RX 7800 XT","16 GB","GDDR6","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_27_12_45_44_747_00.jpg"
