web-scraper-order,web-scraper-start-url,Paginacja,Plyta,Plyta-href,Nazwa,Price,Handler,Format,Socket,Chipset,Image-src
"1697885376-103","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=5&hide_unavailable=1","","https://www.x-kom.pl/p/744263-plyta-glowna-socket-1700-gigabyte-h610i-ddr4.html","Gigabyte H610I DDR4","569,00 zł","Intel Core i9,","mITX","Socket 1700","Intel H610","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/4/pr_2022_4_29_9_48_13_89_04.jpg"
"1697885380-104","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=5&hide_unavailable=1","","https://www.x-kom.pl/p/1044295-plyta-glowna-socket-1200-asrock-h510m-hdv-r20.html","ASRock H510M-HDV R2.0","299,00 zł","Intel Core i9,","mATX","Socket 1200","Intel H510","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/5/pr_2022_5_26_14_35_10_412_04.jpg"
"1697885385-105","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=5&hide_unavailable=1","","https://www.x-kom.pl/p/1070328-plyta-glowna-socket-am5-asrock-x670e-pg-lightning.html","ASRock X670E PG LIGHTNING","1 479,00 zł","AMD Ryzen™","ATX","Socket AM5","AMD X670","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_25_22_39_37_54_02.jpg"
"1697885388-106","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=5&hide_unavailable=1","","https://www.x-kom.pl/p/1070728-plyta-glowna-socket-am5-gigabyte-b650-aorus-pro-ax.html","Gigabyte B650 AORUS PRO AX","1 619,00 zł","AMD Ryzen™","ATX","Socket AM5","AMD B650","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_2_7_41_30_76_04.jpg"
"1697885391-107","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=5&hide_unavailable=1","","https://www.x-kom.pl/p/1072686-plyta-glowna-socket-am5-asus-rog-strix-x670e-a-gaming-wifi.html","ASUS ROG STRIX X670E-A GAMING WIFI","2 299,00 zł","AMD Ryzen™","ATX","Socket AM5","AMD X670","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_27_8_11_24_693_05.jpg"
"1697885394-108","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=5&hide_unavailable=1","","https://www.x-kom.pl/p/1072736-plyta-glowna-socket-am5-msi-pro-b650m-a-wifi.html","MSI PRO B650M-A WIFI","969,00 zł","AMD Ryzen™","mATX","Socket AM5","AMD B650","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_21_8_29_24_864_05.jpg"
"1697885397-109","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=5&hide_unavailable=1","","https://www.x-kom.pl/p/1075902-plyta-glowna-socket-1700-asus-tuf-gaming-z790-plus-ddr4.html","ASUS TUF GAMING Z790-PLUS DDR4","1 449,00 zł","Intel Core i9,","ATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_18_13_17_31_510_04.jpg"
"1697885401-110","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=5&hide_unavailable=1","","https://www.x-kom.pl/p/1079837-plyta-glowna-socket-am5-asus-rog-strix-b650e-i-gaming-wifi.html","ASUS ROG STRIX B650E-I GAMING WIFI","1 649,00 zł","AMD Ryzen™","mITX","Socket AM5","AMD B650","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_10_19_56_51_642_03.jpg"
"1697885404-111","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=5&hide_unavailable=1","","https://www.x-kom.pl/p/1079838-plyta-glowna-socket-am5-asus-tuf-gaming-b650-plus-wifi.html","ASUS TUF GAMING B650-PLUS WIFI","1 459,00 zł","AMD Ryzen™","ATX","Socket AM5","AMD B650","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_10_18_52_15_825_05.jpg"
"1697885408-112","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=5&hide_unavailable=1","","https://www.x-kom.pl/p/1084688-plyta-glowna-socket-1700-asrock-z790m-itx-wifi.html","ASRock Z790M-ITX WiFi","1 249,00 zł","Intel Core i9,","mITX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_25_12_19_41_743_04.jpg"
"1697885411-113","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=5&hide_unavailable=1","","https://www.x-kom.pl/p/1104366-plyta-glowna-socket-1700-asus-prime-b760-plus-ddr4.html","ASUS PRIME B760-PLUS DDR4","879,00 zł","Intel Core i9,","ATX","Socket 1700","Intel B760","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_11_11_33_11_166_02.jpg"
"1697885415-114","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=5&hide_unavailable=1","","https://www.x-kom.pl/p/1104377-plyta-glowna-socket-1700-gigabyte-b760m-gaming-x-ax-ddr4.html","Gigabyte B760M GAMING X AX DDR4","759,00 zł","Intel Core i9,","mATX","Socket 1700","Intel B760","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_11_10_47_31_188_04.jpg"
"1697885418-115","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=5&hide_unavailable=1","","https://www.x-kom.pl/p/1070699-plyta-glowna-socket-1700-gigabyte-z790-aorus-master.html","Gigabyte Z790 AORUS MASTER","2 799,00 zł","Intel Core i9,","E-ATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_28_8_51_0_405_04.jpg"
"1697885421-116","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=5&hide_unavailable=1","","https://www.x-kom.pl/p/1070723-plyta-glowna-socket-1700-gigabyte-z790-aorus-elite-ax-ddr4.html","Gigabyte Z790 AORUS ELITE AX DDR4","1 459,00 zł","Intel Core i9,","ATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_30_9_43_25_270_04.jpg"
"1697885424-117","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=5&hide_unavailable=1","","https://www.x-kom.pl/p/1072711-plyta-glowna-socket-am5-asus-proart-x670e-creator-wifi.html","ASUS ProArt X670E-CREATOR WIFI","2 299,00 zł","AMD Ryzen™","ATX","Socket AM5","AMD X670","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_2_12_12_4_816_03.jpg"
"1697885429-118","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=5&hide_unavailable=1","","https://www.x-kom.pl/p/1072757-plyta-glowna-socket-1700-msi-mpg-z790i-edge-wifi.html","MSI MPG Z790I EDGE WIFI","1 889,00 zł","Intel Core i9,","mITX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_28_13_27_12_790_04.jpg"
"1697885433-119","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=5&hide_unavailable=1","","https://www.x-kom.pl/p/1079940-plyta-glowna-socket-am5-gigabyte-b650m-aorus-elite-ax.html","Gigabyte B650M AORUS ELITE AX","1 199,00 zł","AMD Ryzen™","mATX","Socket AM5","AMD B650","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_10_10_12_54_382_04.jpg"
"1697885437-120","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=5&hide_unavailable=1","","https://www.x-kom.pl/p/1084682-plyta-glowna-socket-1700-asrock-z790-pro-rs-ddr4.html","ASRock Z790 Pro RS DDR4","1 049,00 zł","Intel Core i9,","ATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_25_10_5_51_851_04.jpg"
"1697885442-121","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=6&hide_unavailable=1","","https://www.x-kom.pl/p/505623-plyta-glowna-socket-am4-asrock-x570-steel-legend.html","ASRock X570 Steel Legend","1 069,00 zł","AMD Ryzen™","ATX","Socket AM4","AMD X570","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/7/pr_2019_7_9_10_46_11_866_00.jpg"
"1697885445-122","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=6&hide_unavailable=1","","https://www.x-kom.pl/p/569387-plyta-glowna-socket-am4-asrock-b550m-pro4.html","ASRock B550M Pro4","469,00 zł","AMD Ryzen™","uATX","Socket AM4","AMD B550","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/5/pr_2020_5_27_14_19_20_572_00.jpg"
"1697885449-123","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=6&hide_unavailable=1","","https://www.x-kom.pl/p/613678-plyta-glowna-socket-am4-asrock-a520m-hvs.html","ASRock A520M-HVS","289,00 zł","AMD Ryzen™","mATX","Socket AM4","AMD A520","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/12/pr_2020_12_11_14_1_23_346_04.jpg"
"1697885452-124","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=6&hide_unavailable=1","","https://www.x-kom.pl/p/619983-plyta-glowna-socket-1200-asus-rog-maximus-xiii-extreme.html","ASUS ROG MAXIMUS XIII EXTREME","3 699,00 zł","Intel Core i9,","E-ATX","Socket 1200","Intel Z590","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/2/pr_2021_2_5_15_44_7_45_04.jpg"
"1697885455-125","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=6&hide_unavailable=1","","https://www.x-kom.pl/p/709350-plyta-glowna-socket-1700-asus-proart-b660-creator-ddr4.html","ASUS PROART B660-CREATOR DDR4","1 099,00 zł","Intel Core i9,","ATX","Socket 1700","Intel B660","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_4_15_35_11_308_02.jpg"
"1697885459-126","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=6&hide_unavailable=1","","https://www.x-kom.pl/p/709357-plyta-glowna-socket-1700-asus-tuf-gaming-h670-pro-wifi-ddr4.html","ASUS TUF GAMING H670-PRO WIFI DDR4","1 059,00 zł","Intel Core i9,","ATX","Socket 1700","Intel H670","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_4_18_50_3_900_03.jpg"
"1697885462-127","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=6&hide_unavailable=1","","https://www.x-kom.pl/p/722483-plyta-glowna-socket-am4-asus-tuf-gaming-b550m-plus-wifi-ii.html","ASUS TUF GAMING B550M-PLUS WIFI II","839,00 zł","AMD Ryzen™","mATX","Socket AM4","AMD B550","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/2/pr_2022_2_13_15_59_36_93_01.jpg"
"1697885465-128","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=6&hide_unavailable=1","","https://www.x-kom.pl/p/1062396-plyta-glowna-socket-am5-asrock-x670e-taichi-carrara.html","ASRock X670E Taichi Carrara","2 899,00 zł","AMD Ryzen™","ATX","Socket AM5","AMD X670","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/8/pr_2022_8_24_13_15_55_313_01.jpg"
"1697885468-129","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=6&hide_unavailable=1","","https://www.x-kom.pl/p/1062399-plyta-glowna-socket-am5-asrock-x670e-taichi.html","ASRock X670E Taichi","2 499,00 zł","AMD Ryzen™","ATX","Socket AM5","AMD X670","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/8/pr_2022_8_24_13_26_11_753_01.jpg"
"1697885472-130","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=6&hide_unavailable=1","","https://www.x-kom.pl/p/1070726-plyta-glowna-socket-am5-gigabyte-b650e-aorus-master.html","Gigabyte B650E AORUS MASTER","2 149,00 zł","AMD Ryzen™","ATX","Socket AM5","AMD B650","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_5_8_32_46_941_04.jpg"
"1697885475-131","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=6&hide_unavailable=1","","https://www.x-kom.pl/p/1070735-plyta-glowna-socket-1700-asus-proart-z790-creator-wifi.html","ASUS PROART Z790-CREATOR WIFI","2 599,00 zł","Intel Core i9,","ATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_31_7_30_55_474_03.jpg"
"1697885479-132","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=6&hide_unavailable=1","","https://www.x-kom.pl/p/1071818-plyta-glowna-socket-1200-asus-prime-h510m-r-si.html","ASUS PRIME H510M-R-SI","359,00 zł","Intel Core i9,","mATX","Socket 1200","Intel H510","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_30_7_27_16_620_00.jpg"
"1697885482-133","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=6&hide_unavailable=1","","https://www.x-kom.pl/p/1072704-plyta-glowna-socket-am5-asus-prime-x670-p-wifi.html","ASUS PRIME X670-P WIFI","1 539,00 zł","AMD Ryzen™","ATX","Socket AM5","AMD X670","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_21_9_27_33_40_05.jpg"
"1697885485-134","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=6&hide_unavailable=1","","https://www.x-kom.pl/p/1072707-plyta-glowna-socket-am5-asus-prime-x670-p.html","ASUS PRIME X670-P","1 469,00 zł","AMD Ryzen™","ATX","Socket AM5","AMD X670","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_21_9_10_31_286_04.jpg"
"1697885488-135","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=6&hide_unavailable=1","","https://www.x-kom.pl/p/1072735-plyta-glowna-socket-am5-msi-mag-b650m-mortar-wifi.html","MSI MAG B650M MORTAR WIFI","1 199,00 zł","AMD Ryzen™","mATX","Socket AM5","AMD B650","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_19_13_32_20_453_05.jpg"
"1697885491-136","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=6&hide_unavailable=1","","https://www.x-kom.pl/p/1075914-plyta-glowna-socket-1700-asus-prime-z790m-plus-ddr4.html","ASUS PRIME Z790M-PLUS DDR4","1 189,00 zł","Intel Core i9,","mATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_2_10_17_58_298_02.jpg"
"1697885493-137","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=6&hide_unavailable=1","","https://www.x-kom.pl/p/1079819-plyta-glowna-socket-am5-asrock-b650-livemixer.html","ASRock B650 LIVEMIXER","1 169,00 zł","AMD Ryzen™","ATX","Socket AM5","AMD B650","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_18_10_12_29_937_05.jpg"
"1697885497-138","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=6&hide_unavailable=1","","https://www.x-kom.pl/p/1079839-plyta-glowna-socket-am5-asus-tuf-gaming-b650-plus.html","ASUS TUF GAMING B650-PLUS","1 199,00 zł","AMD Ryzen™","ATX","Socket AM5","AMD B650","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_5_16_13_10_829_03.jpg"
"1697885501-139","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=6&hide_unavailable=1","","https://www.x-kom.pl/p/1079843-plyta-glowna-socket-am5-asus-prime-b650-plus.html","ASUS PRIME B650-PLUS","1 049,00 zł","AMD Ryzen™","ATX","Socket AM5","AMD B650","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_10_17_49_9_126_05.jpg"
"1697885504-140","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=6&hide_unavailable=1","","https://www.x-kom.pl/p/1084687-plyta-glowna-socket-1700-asrock-z790m-pg-lightning-ddr4.html","ASRock Z790M PG Lightning DDR4","899,00 zł","Intel Core i9,","mATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_25_12_45_52_816_04.jpg"
"1697885507-141","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=6&hide_unavailable=1","","https://www.x-kom.pl/p/1091155-plyta-glowna-socket-1700-asrock-z790-pg-sonic.html","ASRock Z790 PG SONIC","1 279,00 zł","Intel Core i9,","ATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_22_13_11_41_214_05.jpg"
"1697885510-142","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=6&hide_unavailable=1","","https://www.x-kom.pl/p/1107473-plyta-glowna-socket-1700-asus-tuf-gaming-b760m-plus-ddr4.html","ASUS TUF GAMING B760M-PLUS DDR4","1 019,00 zł","Intel Core i9,","mATX","Socket 1700","Intel B760","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_16_11_4_23_851_05.jpg"
"1697885513-143","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=6&hide_unavailable=1","","https://www.x-kom.pl/p/1122968-plyta-glowna-socket-am5-asus-prime-b650m-a-ii.html","ASUS PRIME B650M-A II","899,00 zł","AMD Ryzen™","mATX","Socket AM5","AMD B650","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_6_8_50_12_815_04.jpg"
"1697885516-144","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?page=6&hide_unavailable=1","","https://www.x-kom.pl/p/1122969-plyta-glowna-socket-am5-asus-prime-b650m-a-wifi-ii.html","ASUS PRIME B650M-A WIFI II","999,00 zł","AMD Ryzen™","mATX","Socket AM5","AMD B650","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_6_9_14_5_452_04.jpg"
"1697885519-145","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/569343-plyta-glowna-socket-am4-asus-prime-b550m-a.html","ASUS PRIME B550M-A","419,00 zł","AMD Ryzen™","mATX","Socket AM4","AMD B550","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/6/pr_2020_6_10_9_6_34_575_01.jpg"
"1697885523-146","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/1070708-plyta-glowna-socket-1700-gigabyte-z790-gaming-x-ax.html","Gigabyte Z790 GAMING X AX","1 349,00 zł","Intel Core i9,","ATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_30_9_25_19_543_04.jpg"
"1697885526-147","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/651265-plyta-glowna-socket-1200-gigabyte-h410m-s2h-v2.html","Gigabyte H410M S2H V2","299,00 zł","Intel Core i9,","mATX","Socket 1200","Intel H410","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/5/pr_2021_5_7_10_28_48_376_01.jpg"
"1697885529-148","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/1079831-plyta-glowna-socket-am5-asrock-b650m-pg-riptide.html","ASRock B650M PG RIPTIDE","769,00 zł","AMD Ryzen™","mATX","Socket AM5","AMD B650","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_9_11_44_14_2_05.jpg"
"1697885532-149","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/609278-plyta-glowna-socket-am4-gigabyte-a520-aorus-elite.html","Gigabyte A520 AORUS ELITE","439,00 zł","AMD Ryzen™","ATX","Socket AM4","AMD A520","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/11/pr_2020_11_26_14_8_0_231_00.jpg"
"1697885535-150","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/709353-plyta-glowna-socket-1700-asus-prime-b660m-a-wifi-ddr4.html","ASUS PRIME B660M-A WIFI DDR4","589,00 zł","Intel Core i9,","mATX","Socket 1700","Intel B660","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_4_14_50_6_697_01.jpg"
"1697885539-151","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/712489-plyta-glowna-socket-am4-asus-tuf-gaming-b550-plus-wifi-ii.html","ASUS TUF GAMING B550-PLUS WIFI II","669,00 zł","AMD Ryzen™","ATX","Socket AM4","AMD B550","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_28_19_26_51_269_03.jpg"
"1697885543-152","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/569338-plyta-glowna-socket-am4-asus-tuf-gaming-b550-plus.html","ASUS TUF GAMING B550-PLUS","599,00 zł","AMD Ryzen™","ATX","Socket AM4","AMD B550","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/6/pr_2020_6_10_9_40_36_887_03.jpg"
"1697885546-153","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/569336-plyta-glowna-socket-am4-asus-rog-strix-b550-f-gaming.html","ASUS ROG STRIX B550-F GAMING","659,00 zł","AMD Ryzen™","ATX","Socket AM4","AMD B550","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/6/pr_2020_6_10_10_21_51_857_05.jpg"
"1697885548-154","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/1070720-plyta-glowna-socket-1700-gigabyte-z790-ud-ax.html","Gigabyte Z790 UD AX","1 069,00 zł","Intel Core i9,","ATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_30_9_14_3_181_04.jpg"
"1697885550-155","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/1104378-plyta-glowna-socket-1700-gigabyte-b760m-gaming-x-ddr4.html","Gigabyte B760M GAMING X DDR4","699,00 zł","Intel Core i9,","mATX","Socket 1700","Intel B760","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_11_10_35_41_584_04.jpg"
"1697885554-156","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/1104364-plyta-glowna-socket-1700-asus-prime-b760m-a-wifi-ddr4.html","ASUS PRIME B760M-A WIFI DDR4","599,00 zł","Intel Core i9,","mATX","Socket 1700","Intel B760","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_11_11_9_57_200_01.jpg"
"1697885557-157","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/1079942-plyta-glowna-socket-am5-gigabyte-b650-gaming-x-ax.html","Gigabyte B650 GAMING X AX","1 169,00 zł","AMD Ryzen™","ATX","Socket AM5","AMD B650","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_18_9_53_35_162_04.jpg"
