web-scraper-order,web-scraper-start-url,Paginacja,Plyta,Plyta-href,Nazwa,Price,Handler,Format,Socket,Chipset,Image-src
"1697885560-158","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/528007-plyta-glowna-socket-am4-asrock-b450m-hdv-r40.html","ASRock B450M-HDV R4.0","269,00 zł","AMD Ryzen™","mATX","Socket AM4","AMD B450","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/11/pr_2019_11_19_15_57_33_885_00.jpg"
"1697885564-159","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/508077-plyta-glowna-socket-am4-msi-b450m-pro-vdh-max.html","MSI B450M PRO-VDH MAX","315,00 zł","AMD Ryzen™","mATX","Socket AM4","AMD B450","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/8/pr_2019_8_2_16_21_21_130_00.jpg"
"1697885568-160","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/656085-plyta-glowna-socket-1200-msi-b560m-pro-e.html","MSI B560M PRO-E","359,00 zł","Intel Core i9,","mATX","Socket 1200","Intel B560","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/5/pr_2021_5_24_13_4_45_210_00.jpg"
"1697885571-161","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/1072760-plyta-glowna-socket-1700-msi-mag-z790-tomahawk-wifi.html","MSI MAG Z790 TOMAHAWK WIFI","1 299,00 zł","Intel Core i9,","ATX","Socket 1700","Intel Z790","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_28_11_59_35_481_04.jpg"
"1697885574-162","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/441208-plyta-glowna-socket-am4-asus-prime-b450-plus.html","ASUS PRIME B450-PLUS","369,00 zł","AMD Ryzen™","ATX","Socket AM4","AMD B450","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/8/pr_2021_8_27_12_29_48_1_00.jpg"
"1697885579-163","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/609270-plyta-glowna-socket-am4-gigabyte-b550m-aorus-elite.html","Gigabyte B550M AORUS ELITE","479,00 zł","AMD Ryzen™","mATX","Socket AM4","AMD B550","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/11/pr_2020_11_26_13_11_27_278_00.jpg"
"1697885582-164","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/1107430-plyta-glowna-socket-1700-msi-mag-b760-tomahawk-wifi-ddr4.html","MSI MAG B760 TOMAHAWK WIFI DDR4","789,00 zł","Intel Core i9,","ATX","Socket 1700","Intel B760","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_12_14_39_16_837_04.jpg"
"1697885587-165","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/569328-plyta-glowna-socket-am4-msi-mag-b550-tomahawk.html","MSI MAG B550 TOMAHAWK","619,00 zł","AMD Ryzen™","ATX","Socket AM4","AMD B550","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/6/pr_2020_6_9_16_9_53_392_00.jpg"
"1697885589-166","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/508079-plyta-glowna-socket-am4-msi-b450m-a-pro-max.html","MSI B450M-A PRO MAX","269,00 zł","AMD Ryzen™","mATX","Socket AM4","AMD B450","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/8/pr_2019_8_21_8_15_21_276_00.jpg"
"1697885592-167","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/1104379-plyta-glowna-socket-1700-gigabyte-b760m-ds3h-ddr4.html","Gigabyte B760M DS3H DDR4","549,00 zł","Intel Core i9,","mATX","Socket 1700","Intel B760","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_11_11_17_49_954_04.jpg"
"1697885595-168","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/605744-plyta-glowna-socket-am4-gigabyte-b550-aorus-elite-v2.html","Gigabyte B550 AORUS ELITE V2","659,00 zł","AMD Ryzen™","ATX","Socket AM4","AMD B550","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/11/pr_2020_11_18_11_59_59_666_04.jpg"
"1697885599-169","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/709342-plyta-glowna-socket-1700-asus-prime-b660-plus-ddr4.html","ASUS PRIME B660-PLUS DDR4","599,00 zł","Intel Core i9,","ATX","Socket 1700","Intel B660","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_4_14_55_15_877_02.jpg"
"1697885602-170","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/573225-plyta-glowna-socket-am4-gigabyte-b550m-ds3h.html","Gigabyte B550M DS3H","459,00 zł","AMD Ryzen™","mATX","Socket AM4","AMD B550","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/6/pr_2020_6_16_8_57_58_874_04.jpg"
"1697885606-171","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/1107479-plyta-glowna-socket-1700-asus-tuf-gaming-b760-plus-wifi-ddr4.html","ASUS TUF GAMING B760-PLUS WIFI DDR4","719,00 zł","Intel Core i9,","ATX","Socket 1700","Intel B760","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_16_11_37_26_364_05.jpg"
"1697885609-172","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/609272-plyta-glowna-socket-am4-gigabyte-b550-gaming-x-v2.html","Gigabyte B550 GAMING X V2","489,00 zł","AMD Ryzen™","ATX","Socket AM4","AMD B550","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/11/pr_2020_11_26_13_25_29_638_00.jpg"
"1697885613-173","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/1104375-plyta-glowna-socket-1700-gigabyte-b760-gaming-x-ddr4.html","Gigabyte B760 GAMING X DDR4","729,00 zł","Intel Core i9,","ATX","Socket 1700","Intel B760","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_10_10_54_35_353_05.jpg"
"1697885616-174","https://www.x-kom.pl/g-5/c/14-plyty-glowne.html?hide_unavailable=1","","","https://www.x-kom.pl/p/572282-plyta-glowna-socket-am4-msi-mpg-b550-gaming-plus.html","MSI MPG B550 GAMING PLUS","539,00 zł","AMD Ryzen™","ATX","Socket AM4","AMD B550","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/6/pr_2020_6_12_9_3_57_498_00.jpg"
