web-scraper-order,web-scraper-start-url,link,link-href,name,price,capacity,interface,readspeed,writespeed,image-src
"1698419348-61","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1053790-dysk-ssd-silicon-power-1tb-m2-pcie-gen4-nvme-xs70-heatsink.html","Silicon Power 1TB M.2 PCIe Gen4 NVMe XS70 Heatsink","409,00 zł","1000 GB","PCIe NVMe 4.0 x4","7300 MB/s","6800 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_4_13_15_54_941_02.jpg"
"1698419352-62","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1053791-dysk-ssd-silicon-power-2tb-m2-pcie-gen4-nvme-xs70-heatsink.html","Silicon Power 2TB M.2 PCIe Gen4 NVMe XS70 Heatsink","749,00 zł","2000 GB","PCIe NVMe 4.0 x4","7300 MB/s","6800 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_4_13_15_54_941_02.jpg"
"1698419355-63","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1053792-dysk-ssd-silicon-power-4tb-m2-pcie-gen4-nvme-xs70-heatsink.html","Silicon Power 4TB M.2 PCIe Gen4 NVMe XS70 Heatsink","1 439,00 zł","4000 GB","PCIe NVMe 4.0 x4","7300 MB/s","6800 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_4_13_15_54_941_02.jpg"
"1698419358-64","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1053959-dysk-ssd-apacer-256gb-m2-pcie-nvme-zadak-twsg3.html","Apacer 256GB M.2 PCIe NVMe ZADAK TWSG3","149,00 zł","256 GB","PCIe NVMe 3.0 x4","3200 MB/s","1400 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_5_12_9_50_112_02.jpg"
"1698419361-65","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1053961-dysk-ssd-apacer-1tb-m2-pcie-nvme-zadak-twsg3.html","Apacer 1TB M.2 PCIe NVMe ZADAK TWSG3","349,00 zł","1000 GB","PCIe NVMe 3.0 x4","3500 MB/s","3000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_5_12_9_50_112_02.jpg"
"1698419364-66","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1054281-dysk-ssd-patriot-1tb-m2-pcie-gen4-nvme-vpr400-rgb.html","Patriot 1TB M.2 PCIe Gen4 NVMe VPR400 RGB","619,00 zł","1000 GB","PCIe NVMe 4.0 x4","4600 MB/s","4400 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_5_14_34_54_319_00.jpg"
"1698419366-67","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1054283-dysk-ssd-patriot-512gb-m2-pcie-gen4-nvme-vpr400-rgb.html","Patriot 512GB M.2 PCIe Gen4 NVMe VPR400 RGB","319,00 zł","512 GB","PCIe NVMe 4.0 x4","4600 MB/s","3600 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_5_14_34_54_319_00.jpg"
"1698419369-68","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1054308-dysk-ssd-pny-1tb-m2-pcie-gen4-nvme-xlr8-cs3140-gaming-kit.html","PNY 1TB M.2 PCIe Gen4 NVMe XLR8 CS3140 Gaming Kit","729,00 zł","1000 GB","PCIe NVMe 4.0 x4","7500 MB/s","5650 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_6_11_55_36_933_03.jpg"
"1698419372-69","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1067726-dysk-ssd-patriot-480gb-m2-pcie-nvme-p310.html","Patriot 480GB M.2 PCIe NVMe P310","139,00 zł","480 GB","PCIe NVMe 3.0 x4","1700 MB/s","1500 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_1_9_23_10_914_00.jpg"
"1698419375-70","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1079943-dysk-ssd-corsair-2tb-m2-pcie-gen4-nvme-mp600-pro-xt-hydro-x-white.html","Corsair 2TB M.2 PCIe Gen4 NVMe MP600 Pro XT Hydro X White","799,00 zł","2000 GB","PCIe NVMe 4.0 x4","7100 MB/s","6800 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_10_14_44_45_239_00.jpg"
"1698419379-71","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1084380-dysk-ssd-corsair-1tb-m2-pcie-gen4-nvme-mp600-gs.html","Corsair 1TB M.2 PCIe Gen4 NVMe MP600 GS","299,00 zł","1000 GB","PCIe NVMe 4.0 x4","4800 MB/s","3900 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_24_8_35_30_191_03.jpg"
"1698419384-72","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1084382-dysk-ssd-corsair-500gb-m2-pcie-gen4-nvme-mp600-pro-nh.html","Corsair 500GB M.2 PCIe Gen4 NVMe MP600 Pro NH","279,00 zł","500 GB","PCIe NVMe 4.0 x4","6600 MB/s","3600 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_24_8_42_4_709_03.jpg"
"1698419388-73","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1093945-dysk-ssd-lexar-2tb-m2-pcie-gen4-nvme-nm800-pro-heatsink.html","Lexar 2TB M.2 PCIe Gen4 NVMe NM800 Pro Heatsink","789,00 zł","2000 GB","PCIe NVMe 4.0 x4","7500 MB/s","6500 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_5_8_29_31_502_01.jpg"
"1698419393-74","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1106778-dysk-ssd-msi-2tb-m2-pcie-nvme-spatium-m371.html","MSI 2TB M.2 PCIe NVMe Spatium M371","429,00 zł","2000 GB","PCIe NVMe 3.0 x4","2350 MB/s","1900 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_11_12_40_5_808_00.jpg"
"1698419397-75","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1106894-dysk-ssd-wd-1tb-25-sata-ssd-green.html","WD 1TB 2,5"" SATA SSD Green","319,00 zł","1000 GB","2,5"" SATA","545 MB/s","","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_11_12_52_9_241_02.jpg"
"1698419400-76","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1107495-dysk-ssd-adata-1tb-m2-pcie-gen4-nvme-legend-850.html","ADATA 1TB M.2 PCIe Gen4 NVMe LEGEND 850","279,00 zł","1000 GB","PCIe NVMe 4.0 x4","5000 MB/s","4500 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_13_12_25_16_216_00.jpg"
"1698419404-77","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1111930-dysk-ssd-patriot-2tb-m2-pcie-gen4-nvme-p400.html","Patriot 2TB M.2 PCIe Gen4 NVMe P400","669,00 zł","2000 GB","PCIe NVMe 4.0 x4","4900 MB/s","4400 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/12/pr_2021_12_8_14_14_50_155_06.jpg"
"1698419407-78","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1113157-dysk-ssd-patriot-250gb-m2-pcie-gen4-nvme-p400-lite.html","Patriot 250GB M.2 PCIe Gen4 NVMe P400 Lite","139,00 zł","250 GB","PCIe NVMe 4.0 x4","3200 MB/s","1300 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_20_13_31_48_543_00.jpg"
"1698419411-79","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1113159-dysk-ssd-patriot-500gb-m2-pcie-gen4-nvme-p400-lite.html","Patriot 500GB M.2 PCIe Gen4 NVMe P400 Lite","189,00 zł","500 GB","PCIe NVMe 4.0 x4","3500 MB/s","2400 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_20_13_31_48_543_00.jpg"
"1698419414-80","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1113160-dysk-ssd-patriot-1tb-m2-pcie-gen4-nvme-p400-lite.html","Patriot 1TB M.2 PCIe Gen4 NVMe P400 Lite","289,00 zł","1000 GB","PCIe NVMe 4.0 x4","3500 MB/s","2700 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_20_13_31_48_543_00.jpg"
"1698419418-81","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1119804-dysk-ssd-solidigm-512gb-m2-pcie-gen4-nvme-p41-plus.html","Solidigm 512GB M.2 PCIe Gen4 NVMe P41 Plus","159,00 zł","512 GB","PCIe NVMe 4.0 x4","3500 MB/s","1625 MB/a","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/2/pr_2023_2_23_8_34_6_149_01.jpg"
"1698419421-82","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1120852-dysk-ssd-mushkin-1tb-m2-pcie-nvme-tempest.html","Mushkin 1TB M.2 PCIe NVMe Tempest","239,00 zł","1000 GB","PCIe NVMe 3.0 x4","3300 MB/s","2900 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_19_13_24_20_74_04.jpg"
"1698419425-83","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1120853-dysk-ssd-mushkin-1tb-m2-pcie-gen4-nvme-vortex.html","Mushkin 1TB M.2 PCIe Gen4 NVMe Vortex","319,00 zł","1000 GB","PCIe NVMe 4.0 x4","7430 MB/s","5300 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_19_13_33_44_804_04.jpg"
"1698419429-84","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1127586-dysk-ssd-msi-500gb-m2-pcie-gen4-nvme-spatium-m450.html","MSI 500GB M.2 PCIe Gen4 NVMe Spatium M450","159,00 zł","500 GB","PCIe NVMe 4.0 x4","3600 MB/s","2300 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/3/pr_2022_3_28_14_12_8_79_00.jpg"
"1698419433-85","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1127782-dysk-ssd-silicon-power-500gb-m2-pcie-gen4-nvme-ud85.html","Silicon Power 500GB M.2 PCIe Gen4 NVMe UD85","199,00 zł","500 GB","PCIe NVMe 4.0 x4","3600 MB/s","2400 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_17_7_46_41_449_02.jpg"
"1698419437-86","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1127784-dysk-ssd-silicon-power-2tb-m2-pcie-gen4-nvme-ud85.html","Silicon Power 2TB M.2 PCIe Gen4 NVMe UD85","469,00 zł","2000 GB","PCIe NVMe 4.0 x4","3600 MB/s","2800 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_17_7_46_41_449_02.jpg"
"1698419441-87","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1134802-dysk-ssd-apacer-1tb-m2-pcie-gen4-nvme-zadak-twsg4s.html","Apacer 1TB M.2 PCIe Gen4 NVMe ZADAK TWSG4S","369,00 zł","1000 GB","PCIe NVMe 4.0 x4","7400 MB/s","6400 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_11_13_11_14_720_00.jpg"
"1698419445-88","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1134803-dysk-ssd-apacer-2tb-m2-pcie-gen4-nvme-zadak-twsg4s.html","Apacer 2TB M.2 PCIe Gen4 NVMe ZADAK TWSG4S","749,00 zł","2000 GB","PCIe NVMe 4.0 x4","7400 MB/s","7000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_11_13_11_14_720_00.jpg"
"1698419449-89","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1135054-dysk-ssd-pny-500gb-25-sata-ssd-cs900.html","PNY 500GB 2,5"" SATA SSD CS900","159,00 zł","500 GB","2,5"" SATA","550 MB/s","500 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/6/pr_2022_6_27_14_46_19_973_03.jpg"
"1698419452-90","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1136267-dysk-ssd-apacer-512gb-25-sata-ssd-as350.html","Apacer 512GB 2,5"" SATA SSD AS350","139,00 zł","512 GB","2,5"" SATA","560 MB/s","540 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_13_12_26_25_147_03.jpg"
"1698419456-91","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1138295-dysk-ssd-mushkin-2tb-m2-pcie-nvme-tempest.html","Mushkin 2TB M.2 PCIe NVMe Tempest","399,00 zł","2000 GB","PCIe NVMe 3.0 x4","3250 MB/s","2900 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_19_13_24_20_74_04.jpg"
"1698419460-92","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1138300-dysk-ssd-mushkin-2tb-m2-pcie-gen4-nvme-vortex.html","Mushkin 2TB M.2 PCIe Gen4 NVMe Vortex","599,00 zł","2000 GB","PCIe NVMe 4.0 x4","7415 MB/s","6800 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_19_13_33_44_804_04.jpg"
"1698419464-93","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1139541-dysk-ssd-gigabyte-1tb-m2-pcie-nvme-2500e.html","Gigabyte 1TB M.2 PCIe NVMe 2500E","249,00 zł","1000 GB","PCIe NVMe 3.0 x4","2400 MB/s","1800 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_31_11_34_31_95_00.jpg"
"1698419468-94","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1148115-dysk-ssd-apacer-256gb-m2-pcie-nvme-as2280p4u.html","Apacer 256GB M.2 PCIe NVMe AS2280P4U","119,00 zł","256 GB","PCIe NVMe 3.0 x4","3500 MB/s","3000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_7_9_1_29_955_00.jpg"
"1698419471-95","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1148122-dysk-ssd-apacer-512gb-m2-pcie-nvme-as2280p4u-pro.html","Apacer 512GB M.2 PCIe NVMe AS2280P4U Pro","169,00 zł","512 GB","PCIe NVMe 3.0 x4","3500 MB/s","3000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_7_8_38_10_527_00.jpg"
"1698419475-96","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1148129-dysk-ssd-apacer-2tb-m2-pcie-gen4-nvme-as2280q4u-heatsink.html","Apacer 2TB M.2 PCIe Gen4 NVMe AS2280Q4U Heatsink","609,00 zł","2000 GB","PCIe NVMe 4.0 x4","7400 MB/s","7000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_7_9_14_10_186_00.jpg"
"1698419478-97","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1148131-dysk-ssd-apacer-2tb-m2-pcie-nvme-as2280p4x.html","Apacer 2TB M.2 PCIe NVMe AS2280P4X","479,00 zł","2000 GB","PCIe NVMe 3.0 x4","2100 MB/s","1700 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_13_11_22_6_701_00.jpg"
"1698419483-98","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1154567-dysk-ssd-patriot-1tb-m2-pcie-gen4-nvme-viper-vp4300-lite.html","Patriot 1TB M.2 PCIe Gen4 NVMe Viper VP4300 Lite","379,00 zł","1000 GB","PCIe NVMe 4.0 x4","7400 MB/s","6400 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_23_9_9_24_208_00.jpg"
"1698419486-99","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1160137-dysk-ssd-seagate-1tb-m2-pcie-gen5-nvme-firecuda-540.html","Seagate 1TB M.2 PCIe Gen5 NVMe FireCuda 540","899,00 zł","1000 GB","PCIe NVMe 5.0 x4","10000 MB/s","10000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_10_15_32_13_21_00.jpg"
"1698419489-100","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171739-dysk-ssd-kingston-384tb-25-sata-dc600m.html","Kingston 3,84TB 2,5"" SATA DC600M","1 339,00 zł","3840 GB","2,5"" SATA","560 MB/s","530 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_30_11_11_36_275_00.jpg"
"1698419493-101","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171746-dysk-ssd-transcend-1tb-25-sata-225s.html","Transcend 1TB 2,5"" SATA 225S","269,00 zł","1000 GB","2,5"" SATA","550 MB/s","500 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_29_14_16_21_146_00.jpg"
"1698419497-102","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171748-dysk-ssd-transcend-2tb-25-sata-225s.html","Transcend 2TB 2,5"" SATA 225S","439,00 zł","2000 GB","2,5"" SATA","550 MB/s","460 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_29_14_19_24_155_00.jpg"
"1698419500-103","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171754-dysk-ssd-transcend-250gb-m2-pcie-nvme-115s.html","Transcend 250GB M.2 PCIe NVMe  115S","99,00 zł","250 GB","PCIe NVMe 3.0 x4","3200 MB/s","1300 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_30_8_39_8_405_00.jpg"
"1698419503-104","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171756-dysk-ssd-transcend-500gb-m2-pcie-nvme-115s.html","Transcend 500GB M.2 PCIe NVMe 115S","149,00 zł","500 GB","PCIe NVMe 3.0 x4","3200 MB/s","2000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_30_8_40_0_240_00.jpg"
"1698419506-105","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171757-dysk-ssd-transcend-1tb-m2-pcie-nvme-115s.html","Transcend 1TB M.2 PCIe NVMe 115S","259,00 zł","1000 GB","PCIe NVMe 3.0 x4","3200 MB/s","2000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_30_8_38_25_334_00.jpg"
"1698419509-106","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171758-dysk-ssd-transcend-2tb-m2-pcie-nvme-115s.html","Transcend 2TB M.2 PCIe NVMe 115S","479,00 zł","2000 GB","PCIe NVMe 3.0 x4","3200 MB/s","1900 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_30_8_39_30_152_00.jpg"
"1698419512-107","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171762-dysk-ssd-transcend-2tb-m2-pcie-nvme-220s.html","Transcend 2TB M.2 PCIe NVMe 220S","539,00 zł","2000 GB","PCIe NVMe 3.0 x4","3500 MB/s","2900 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_30_8_35_42_608_00.jpg"
"1698419515-108","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171763-dysk-ssd-transcend-1tb-m2-pcie-gen4-nvme-250h.html","Transcend 1TB M.2 PCIe Gen4 NVMe 250H","399,00 zł","1000 GB","PCIe NVMe 4.0 x4","7200 MB/s","6200 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_30_8_36_52_88_00.jpg"
"1698419518-109","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171764-dysk-ssd-transcend-2tb-m2-pcie-gen4-nvme-250h.html","Transcend 2TB M.2 PCIe Gen4 NVMe 250H","609,00 zł","2000 GB","PCIe NVMe 4.0 x4","7100 MB/s","6500 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_30_8_37_24_581_00.jpg"
"1698419521-110","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171766-dysk-ssd-transcend-1tb-m2-pcie-gen4-nvme-250s.html","Transcend 1TB M.2 PCIe Gen4 NVMe 250S","369,00 zł","1000 GB","PCIe NVMe 4.0 x4","7200 MB/s","6200 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_30_9_27_30_456_00.jpg"
"1698419525-111","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171767-dysk-ssd-transcend-2tb-m2-pcie-gen4-nvme-250s.html","Transcend 2TB M.2 PCIe Gen4 NVMe 250S","619,00 zł","2000 GB","PCIe NVMe 4.0 x4","7100 MB/s","6500 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_30_9_33_50_626_00.jpg"
"1698419531-112","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171769-dysk-ssd-transcend-4tb-m2-pcie-gen4-nvme-250s.html","Transcend 4TB M.2 PCIe Gen4 NVMe 250S","1 249,00 zł","4000 GB","PCIe NVMe 4.0 x4","7500 MB/s","6700 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_30_9_39_19_193_00.jpg"
"1698419534-113","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171789-dysk-ssd-transcend-1tb-m2-sata-832s.html","Transcend 1TB M.2 SATA 832S","269,00 zł","1000 GB","M.2 SATA","560 MB/s","500 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_30_12_19_36_544_00.jpg"
"1698419538-114","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171797-dysk-ssd-transcend-500gb-m2-sata-825s.html","Transcend 500GB M.2 SATA 825S","139,00 zł","500 GB","M.2 SATA","530 MB/s","480 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_30_11_49_51_656_00.jpg"
"1698419542-115","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1171799-dysk-ssd-transcend-2tb-m2-sata-825s.html","Transcend 2TB M.2 SATA 825S","429,00 zł","2000 GB","M.2 SATA","550 MB/s","460 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_30_12_1_0_160_00.jpg"
"1698419546-116","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/256720-dysk-ssd-silicon-power-240gb-25-sata-ssd-s55.html","Silicon Power 240GB 2,5"" SATA SSD S55","95,99 zł","240 GB","2,5"" SATA","550 MB/s","450 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_27_9_38_55_816.jpg"
"1698419549-117","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/352073-dysk-ssd-silicon-power-240gb-25-sata-ssd-s56.html","Silicon Power 240GB 2,5"" SATA SSD S56","91,99 zł","240 GB","2,5"" SATA","560 MB/s","530 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_27_9_40_15_307.jpg"
"1698419553-118","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/413553-dysk-ssd-adata-480gb-25-sata-ssd-ultimate-su650.html","ADATA 480GB 2,5"" SATA SSD Ultimate SU650","139,00 zł","480 GB","2,5"" SATA","520 MB/s","450 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2018/1/pr_2018_1_26_16_2_2_328_02.jpg"
