web-scraper-order,web-scraper-start-url,link,link-href,name,price,capacity,interface,readspeed,writespeed,image-src
"1698420844-421","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1107423-dysk-ssd-adata-1tb-25-sata-ssd-ultimate-su650.html","ADATA 1TB 2,5"" SATA SSD Ultimate SU650","205,00 zł","1000 GB","2,5"" SATA","520 MB/s","450 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_13_10_16_11_975_03.jpg"
"1698420848-422","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/622523-dysk-ssd-samsung-2tb-m2-pcie-gen4-nvme-980-pro.html","Samsung 2TB M.2 PCIe Gen4 NVMe 980 PRO","639,00 zł","2000 GB","PCIe NVMe 4.0 x4","7000 MB/s","5100 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/1/pr_2021_1_27_13_0_52_51_00.jpg"
"1698420852-423","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1115320-dysk-ssd-lexar-2tb-m2-pcie-gen4-nvme-nm710.html","Lexar 2TB M.2 PCIe Gen4 NVMe NM710","439,00 zł","2000 GB","PCIe NVMe 4.0 x4","4850 MB/s","4500 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/2/pr_2023_2_8_13_53_52_561_06.jpg"
"1698420855-424","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/623728-dysk-ssd-samsung-1tb-25-sata-ssd-870-evo.html","Samsung 1TB 2,5"" SATA SSD 870 EVO","339,00 zł","1000 GB","2,5"" SATA","560 MB/s","530 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/1/pr_2021_1_25_12_40_53_262_00.jpg"
"1698420858-425","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/623727-dysk-ssd-samsung-500gb-25-sata-ssd-870-evo.html","Samsung 500GB 2,5"" SATA SSD 870 EVO","219,00 zł","500 GB","2,5"" SATA","560 MB/s","530 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/1/pr_2021_1_25_12_40_53_262_00.jpg"
"1698420862-426","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1146134-dysk-ssd-lexar-1tb-m2-pcie-gen4-nvme-nm790.html","Lexar 1TB M.2 PCIe Gen4 NVMe NM790","269,00 zł","1000 GB","PCIe NVMe 4.0 x4","7400 MB/s","6500 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_24_11_12_1_307_00.jpg"
"1698420865-427","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1146135-dysk-ssd-lexar-2tb-m2-pcie-gen4-nvme-nm790.html","Lexar 2TB M.2 PCIe Gen4 NVMe NM790","479,00 zł","2000 GB","PCIe NVMe 4.0 x4","7400 MB/s","6500 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_24_11_14_29_662_00.jpg"
"1698420868-428","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/400625-dysk-ssd-crucial-500gb-25-sata-ssd-mx500.html","Crucial 500GB 2,5"" SATA SSD MX500","179,00 zł","500 GB","2,5"" SATA","560 MB/s","510 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2018/1/pr_2018_1_3_14_2_15_279_01.jpg"
"1698420872-429","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/477776-dysk-ssd-samsung-1tb-m2-pcie-nvme-970-evo-plus.html","Samsung 1TB M.2 PCIe NVMe 970 EVO Plus","369,00 zł","1000 GB","PCIe NVMe 3.0 x4","3500 MB/s","3300 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/3/pr_2022_3_18_10_10_56_741_00.jpg"
"1698420876-430","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/704554-dysk-ssd-lexar-2tb-m2-pcie-nvme-nm620.html","Lexar 2TB M.2 PCIe NVMe NM620","419,00 zł","2000 GB","PCIe NVMe 3.0 x4","3300 MB/s","3000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_11_7_55_50_654_02.jpg"
"1698420879-431","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/593198-dysk-ssd-samsung-1tb-m2-pcie-gen4-nvme-980-pro.html","Samsung 1TB M.2 PCIe Gen4 NVMe 980 PRO","379,00 zł","1000 GB","PCIe NVMe 4.0 x4","7000 MB/s","5000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/9/pr_2020_9_23_13_23_42_498_00.jpg"
"1698420882-432","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/691108-dysk-ssd-kingston-2tb-m2-pcie-gen4-nvme-kc3000.html","Kingston 2TB M.2 PCIe Gen4 NVMe KC3000","529,00 zł","2048 GB","PCIe NVMe 4.0 x4","7000 MB/s","7000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_22_10_9_42_174_01.jpg"
"1698420885-433","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/634238-dysk-ssd-samsung-1tb-m2-pcie-nvme-980.html","Samsung 1TB M.2 PCIe NVMe 980","279,00 zł","1000 GB","PCIe NVMe 3.0 x4","3500 MB/s","3000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/3/pr_2021_3_19_14_10_58_225_00.jpg"
"1698420889-434","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/691100-dysk-ssd-kingston-1tb-m2-pcie-gen4-nvme-kc3000.html","Kingston 1TB M.2 PCIe Gen4 NVMe KC3000","299,00 zł","1024 GB","PCIe NVMe 4.0 x4","7000 MB/s","6000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_22_9_51_22_169_01.jpg"
"1698420892-435","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/1115319-dysk-ssd-lexar-1tb-m2-pcie-gen4-nvme-nm710.html","Lexar 1TB M.2 PCIe Gen4 NVMe NM710","249,00 zł","1000 GB","PCIe NVMe 4.0 x4","5000 MB/s","4500 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/2/pr_2023_2_8_13_53_52_561_06.jpg"
"1698420896-436","https://www.x-kom.pl/g-5/c/1779-dyski-ssd.html?hide_unavailable=1","","https://www.x-kom.pl/p/621625-dysk-ssd-lexar-1tb-m2-pcie-nvme-nm620.html","Lexar 1TB M.2 PCIe NVMe NM620","219,00 zł","1000 GB","PCIe NVMe 3.0 x4","3300 MB/s","3000 MB/s","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_11_7_55_50_654_02.jpg"
